"query"	"Description"	"Preferred_name"	"GOs"	"EC"	"KEGG_ko"	"KEGG_Pathway"	"KEGG_Module"	"KEGG_Reaction"	"KEGG_rclass"	"BRITE"	"KEGG_TC"	"CAZy"	"BiGG_Reaction"	"PFAMs"
"CDS::101588_9:19975-21613(-)"	"Belongs to the ribulokinase family"	"araB"	"-"	"2.7.1.16"	"ko:K00853"	"ko00040,ko01100,map00040,map01100"	"-"	"R01526,R02439"	"RC00002,RC00538"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"FGGY_C,FGGY_N"
"CDS::101588_9:29873-30287(-)"	"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA"	"rpsG"	"GO:0000028,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904"	"-"	"ko:K02992"	"ko03010,map03010"	"M00178,M00179"	"-"	"-"	"br01610,ko00000,ko00001,ko00002,ko03011"	"-"	"-"	"-"	"Ribosomal_S7"
"CDS::101588_9:30775-34399(-)"	"DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates"	"rpoC"	"GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0030880,GO:0032991,GO:0044424,GO:0044464,GO:0061695,GO:1902494,GO:1990234"	"2.7.7.6"	"ko:K03046"	"ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020"	"M00183"	"R00435,R00441,R00442,R00443"	"RC02795"	"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400"	"-"	"-"	"-"	"RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3,RNA_pol_Rpb1_4,RNA_pol_Rpb1_5"
"CDS::101588_9:42827-43397(-)"	"Belongs to the bacterial ribosomal protein bL33 family"	"rpmG3"	"-"	"-"	"ko:K02913"	"ko03010,map03010"	"M00178"	"-"	"-"	"br01610,ko00000,ko00001,ko00002,ko03011"	"-"	"-"	"-"	"Ribosomal_L33"
"CDS::101588_9:50717-52082(-)"	"DNA-dependent ATPase involved in processing of recombination intermediates, plays a role in repairing DNA breaks. Stimulates the branch migration of RecA-mediated strand transfer reactions, allowing the 3' invading strand to extend heteroduplex DNA faster. Binds ssDNA in the presence of ADP but not other nucleotides, has ATPase activity that is stimulated by ssDNA and various branched DNA structures, but inhibited by SSB. Does not have RecA's homology-searching function"	"radA"	"-"	"-"	"ko:K04485"	"-"	"-"	"-"	"-"	"ko00000,ko03400"	"-"	"-"	"-"	"AAA_25,ATPase,ChlI"
"CDS::101588_9:56032-56599(-)"	"Catalyzes the specific phosphorylation of arginine residues in proteins"	"mcsB"	"GO:0006950,GO:0008150,GO:0010035,GO:0010038,GO:0042221,GO:0046686,GO:0046688,GO:0050896,GO:0097501,GO:1990169,GO:1990170"	"2.7.14.1"	"ko:K19405"	"-"	"-"	"R11090"	"RC00002,RC00203"	"ko00000,ko01000"	"-"	"-"	"-"	"ATP-gua_Ptrans"
"CDS::101588_9:56617-57088(-)"	"UvrB/uvrC motif"	"-"	"GO:0003674,GO:0005488,GO:0005507,GO:0006950,GO:0008150,GO:0008270,GO:0010035,GO:0010038,GO:0042221,GO:0043167,GO:0043169,GO:0046686,GO:0046688,GO:0046870,GO:0046872,GO:0046914,GO:0050896,GO:0050897,GO:0097501,GO:1990169,GO:1990170"	"-"	"ko:K19411"	"-"	"-"	"-"	"-"	"ko00000"	"-"	"-"	"-"	"UVR"
"CDS::101588_9:59220-60108(-)"	"Catalyzes the hydrolysis of glutamine to glutamate and ammonia as part of the biosynthesis of pyridoxal 5'-phosphate. The resulting ammonia molecule is channeled to the active site of PdxS"	"pdxT"	"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008614,GO:0009058,GO:0009108,GO:0009110,GO:0009987,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0032991,GO:0034641,GO:0042364,GO:0042802,GO:0042816,GO:0042819,GO:0042822,GO:0042823,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046184,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617,GO:1902494,GO:1903600"	"4.3.3.6"	"ko:K08681"	"ko00750,map00750"	"-"	"R07456"	"RC00010,RC01783,RC03043"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"SNO"
"CDS::101588_10:1559-3002(-)"	"the major facilitator superfamily"	"-"	"-"	"-"	"ko:K18934"	"-"	"-"	"-"	"-"	"ko00000,ko02000"	"2.A.1.3.39"	"-"	"-"	"MFS_1"
"CDS::101588_10:10890-11922(-)"	"Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily"	"yfmD"	"-"	"-"	"ko:K02015"	"ko02010,map02010"	"M00240"	"-"	"-"	"ko00000,ko00001,ko00002,ko02000"	"3.A.1.14"	"-"	"-"	"FecCD"
"CDS::101588_10:11933-12917(-)"	"ABC transporter"	"yfmC"	"GO:0005575,GO:0005623,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044464"	"-"	"ko:K02016"	"ko02010,map02010"	"M00240"	"-"	"-"	"ko00000,ko00001,ko00002,ko02000"	"3.A.1.14"	"-"	"iYO844.BSU07520"	"Peripla_BP_2"
"CDS::101588_10:13309-14380(-)"	"racemase"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Ala_racemase_N"
"CDS::101588_10:19562-20072(-)"	"Alkaline shock protein 23"	"asp23"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Asp23"
"CDS::101588_10:20134-20374(-)"	"Alkaline shock protein 23"	"asp23"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Asp23"
"CDS::101588_10:22967-23975(-)"	"Belongs to the zinc-containing alcohol dehydrogenase family. Quinone oxidoreductase subfamily"	"qor"	"-"	"1.1.1.1,1.6.5.5"	"ko:K00001,ko:K00344"	"ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220"	"-"	"R00623,R00754,R02124,R04805,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310"	"RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01734,RC02273"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"ADH_N,ADH_zinc_N,ADH_zinc_N_2"
"CDS::101588_10:26665-28078(-)"	"Belongs to the glycosyl hydrolase 1 family"	"lacG"	"GO:0003674,GO:0003824,GO:0004553,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0008150,GO:0008152,GO:0008422,GO:0015926,GO:0016787,GO:0016798,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901135,GO:1901657"	"3.2.1.21,3.2.1.85"	"ko:K01220,ko:K05350"	"ko00052,ko00460,ko00500,ko00940,ko01100,ko01110,map00052,map00460,map00500,map00940,map01100,map01110"	"-"	"R00026,R02558,R02887,R02985,R03256,R03527,R04949,R04998,R10035,R10039,R10040"	"RC00049,RC00059,RC00171,RC00262,RC00397,RC00451,RC00714,RC00746,RC01248"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"Glyco_hydro_1"
"CDS::101588_10:28095-29808(-)"	"PTS system, lactose-specific"	"lacE"	"-"	"2.7.1.207"	"ko:K02787,ko:K02788"	"ko00052,ko01100,ko02060,map00052,map01100,map02060"	"M00281"	"R04393"	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko01000,ko02000"	"4.A.3.1"	"-"	"-"	"PTS_EIIC,PTS_IIB"
"CDS::101588_10:29810-30125(-)"	"PTS system, lactose-specific"	"lacE"	"-"	"2.7.1.207"	"ko:K02787,ko:K02788"	"ko00052,ko01100,ko02060,map00052,map01100,map02060"	"M00281"	"R04393"	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko01000,ko02000"	"4.A.3.1"	"-"	"-"	"PTS_EIIC,PTS_IIB"
"CDS::101588_10:31130-32063(-)"	"Belongs to the carbohydrate kinase PfkB family. LacC subfamily"	"lacC"	"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009024,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019200,GO:0044237,GO:0044238,GO:0044262,GO:0044424,GO:0044444,GO:0044464,GO:0046835,GO:0071704"	"2.7.1.144"	"ko:K00917"	"ko00052,ko01100,map00052,map01100"	"-"	"R03236"	"RC00002,RC00017"	"ko00000,ko00001,ko01000"	"-"	"-"	"iSB619.SA_RS11485"	"PfkB"
"CDS::101588_10:32075-32591(-)"	"Belongs to the carbohydrate kinase PfkB family. LacC subfamily"	"lacC"	"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009024,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019200,GO:0044237,GO:0044238,GO:0044262,GO:0044424,GO:0044444,GO:0044464,GO:0046835,GO:0071704"	"2.7.1.144"	"ko:K00917"	"ko00052,ko01100,map00052,map01100"	"-"	"R03236"	"RC00002,RC00017"	"ko00000,ko00001,ko01000"	"-"	"-"	"iSB619.SA_RS11485"	"PfkB"
"CDS::101588_10:36281-36407(-)"	"Domain of unknown function (DUF3885)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"DUF3885"
"CDS::101588_10:37543-37960(-)"	"Aldo/keto reductase family"	"-"	"-"	"1.1.1.346"	"ko:K06221"	"-"	"-"	"R08878"	"RC00089"	"ko00000,ko01000"	"-"	"-"	"-"	"Aldo_ket_red"
"CDS::101588_10:47287-48952(-)"	"Belongs to the TPP enzyme family"	"alsS"	"-"	"2.2.1.6"	"ko:K01652"	"ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230"	"M00019,M00570"	"R00006,R00014,R00226,R03050,R04672,R04673,R08648"	"RC00027,RC00106,RC01192,RC02744,RC02893"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"-"	"TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N"
"CDS::101588_11:387-1725(+)"	"Orn Lys Arg decarboxylase"	"yaaO"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"OKR_DC_1,OKR_DC_1_C"
"CDS::101588_11:10865-11759(+)"	"Required for correct processing of both the 5' and 3' ends of 5S rRNA precursor. Cleaves both sides of a double-stranded region yielding mature 5S rRNA in one step"	"rnmV"	"GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0022613,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043822,GO:0044085,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360"	"3.1.26.8"	"ko:K05985"	"-"	"-"	"-"	"-"	"ko00000,ko01000"	"-"	"-"	"-"	"DUF4093,Toprim,Toprim_4"
"CDS::101588_11:13294-14119(+)"	"Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol"	"ispE"	"GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0044237,GO:0050515"	"2.7.1.148"	"ko:K00919,ko:K16924"	"ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130"	"M00096,M00582"	"R05634"	"RC00002,RC01439"	"ko00000,ko00001,ko00002,ko01000,ko02000"	"3.A.1.29"	"-"	"iYO844.BSU00460"	"GHMP_kinases_C,GHMP_kinases_N"
"CDS::101588_11:19381-22888(+)"	"The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis"	"pth"	"GO:0003674,GO:0003824,GO:0004045,GO:0016787,GO:0016788,GO:0052689,GO:0140098,GO:0140101"	"3.1.1.29"	"ko:K01056"	"-"	"-"	"-"	"-"	"ko00000,ko01000,ko03012"	"-"	"-"	"-"	"Pept_tRNA_hydro"
"CDS::101588_11:26371-26773(+)"	"Cell-division initiation protein"	"divIC"	"-"	"-"	"ko:K13052"	"-"	"-"	"-"	"-"	"ko00000,ko03036"	"-"	"-"	"-"	"DivIC"
"CDS::101588_12:6544-7468(-)"	"Catalyzes the ferrous insertion into protoporphyrin IX"	"hemH"	"GO:0003674,GO:0003824,GO:0004325,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016829,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	"4.99.1.1,4.99.1.9"	"ko:K01772"	"ko00860,ko01100,ko01110,map00860,map01100,map01110"	"M00121"	"R00310,R11329"	"RC01012"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"-"	"Ferrochelatase"
"CDS::101588_12:7524-8562(-)"	"Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III"	"hemE"	"GO:0003674,GO:0003824,GO:0004853,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	"4.1.1.37"	"ko:K01599"	"ko00860,ko01100,ko01110,map00860,map01100,map01110"	"M00121"	"R03197,R04972"	"RC00872"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"-"	"URO-D"
"CDS::101588_12:15046-15988(-)"	"Metal dependent phosphohydrolases with conserved 'HD' motif."	"yhaM"	"GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0031123,GO:0031125,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043628,GO:0044085,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360"	"-"	"ko:K03698"	"-"	"-"	"-"	"-"	"ko00000,ko01000,ko03019"	"-"	"-"	"-"	"HD,tRNA_anti-codon"
"CDS::101588_12:24222-25065(-)"	"Histidine kinase"	"yhcY"	"-"	"2.7.13.3"	"ko:K02480"	"-"	"-"	"-"	"-"	"ko00000,ko01000,ko01001,ko02022"	"-"	"-"	"-"	"GAF_2,HATPase_c,HisKA_3"
"CDS::101588_12:26765-28151(-)"	"Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate"	"fumC"	"GO:0003674,GO:0003824,GO:0004333,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0006106,GO:0006108,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016829,GO:0016835,GO:0016836,GO:0016999,GO:0017144,GO:0019752,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044281,GO:0045333,GO:0055114,GO:0071704,GO:0072350"	"4.2.1.2"	"ko:K01679"	"ko00020,ko00620,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko04934,ko05200,ko05211,map00020,map00620,map00720,map01100,map01110,map01120,map01130,map01200,map04934,map05200,map05211"	"M00009,M00011,M00173,M00376"	"R01082"	"RC00443"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"iSB619.SA_RS09430"	"FumaraseC_C,Lyase_1"
"CDS::101588_12:29461-30061(-)"	"Glucosamine-6-phosphate isomerase"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"CDS::101588_12:32687-34145(-)"	"ABC transporter"	"arpJ"	"-"	"-"	"ko:K02029,ko:K02030"	"-"	"M00236"	"-"	"-"	"ko00000,ko00002,ko02000"	"3.A.1.3"	"-"	"iSB619.SA_RS09465"	"BPD_transp_1,SBP_bac_3"
"CDS::101588_13:8957-9929(-)"	"Protein of unknown function (DUF1002)"	"ypuA"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"DUF1002"
"CDS::101588_13:13994-14360(-)"	"similarity to EGAD 6135"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"CDS::101588_13:14361-15093(-)"	"similarity to EGAD 8390"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Phage_integrase"
"CDS::101588_13:20327-20654(-)"	"Phage integrase, N-terminal SAM-like domain"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Phage_int_SAM_1,Phage_int_SAM_4,Phage_integrase"
"CDS::101588_13:20970-21798(-)"	"DNA/RNA non-specific endonuclease"	"-"	"-"	"-"	"ko:K15051"	"-"	"-"	"-"	"-"	"ko00000"	"-"	"-"	"-"	"Endonuclea_NS_2"
"CDS::101588_14:2-608(+)"	"Replication protein"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Rep_1"
"CDS::101588_14:2829-3375(-)"	"DNA-invertase Bin3"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"HTH_7,Resolvase"
"CDS::101588_14:3390-4473(-)"	"Protein of unknown function DUF262"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"DUF262,HNH"
"CDS::101588_14:4469-5486(-)"	"Adenine-specific methyltransferase EcoRI"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"EcoRI_methylase"
"CDS::101588_14:5501-5834(-)"	"COG3316 Transposase and inactivated derivatives"	"tnp1216"	"-"	"-"	"ko:K07498"	"-"	"-"	"-"	"-"	"ko00000"	"-"	"-"	"-"	"DDE_Tnp_IS240"
"CDS::101588_14:8147-9104(-)"	"Replication initiator protein A (RepA) N-terminus"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"RepA_N"
"CDS::101588_15:8798-16178(-)"	"Domain of Unknown Function (DUF1542)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"DUF1542,FIVAR,Gram_pos_anchor,YSIRK_signal"
"CDS::101588_15:16460-17816(-)"	"Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate"	"glmM"	"-"	"5.4.2.10"	"ko:K03431"	"ko00520,ko01100,ko01130,map00520,map01100,map01130"	"-"	"R02060"	"RC00408"	"ko00000,ko00001,ko01000"	"-"	"-"	"iSB619.SA_RS11275"	"PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV"
"CDS::101588_16:108-2313(-)"	"AAA domain"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"AAA_13"
"CDS::101588_16:2566-3724(-)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"CDS::101588_16:3764-5555(-)"	"Domain of unknown function (DUF4209)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"DUF4209"
"CDS::101588_16:5835-6381(-)"	"Protein of unknown function (DUF1541)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"DUF1541"
"CDS::101588_16:9017-10346(+)"	"DsrE/DsrF/DrsH-like family"	"yrkE"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"DrsE_2,Rhodanese,TusA"
"CDS::101588_17:2022-2838(-)"	"AAA domain"	"-"	"-"	"3.6.1.3"	"ko:K07132"	"-"	"-"	"-"	"-"	"ko00000,ko01000"	"-"	"-"	"-"	"AAA_22"
"CDS::101588_17:2830-4273(-)"	"COG2801 Transposase and inactivated derivatives"	"-"	"-"	"-"	"ko:K07497"	"-"	"-"	"-"	"-"	"ko00000"	"-"	"-"	"-"	"HTH_23,HTH_28,Mu-transpos_C,rve"
"CDS::101588_17:4244-4838(-)"	"Resolvase, N terminal domain"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"HTH_7,Resolvase"
"CDS::101588_17:5104-7150(+)"	"P-type ATPase"	"copB"	"-"	"3.6.3.4"	"ko:K01533"	"-"	"-"	"R00086"	"RC00002"	"ko00000,ko01000"	"3.A.3.5"	"-"	"-"	"E1-E2_ATPase,Hydrolase"
"CDS::101588_18:323-1940(-)"	"Phage plasmid primase P4 family"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"CDS::101588_18:1939-2308(-)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"CDS::101588_18:2300-3410(-)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"DNA_pol_A"
"CDS::101588_19:1-217(-)"	"Replication protein"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Rep_1"
"CDS::101588_19:2318-2672(-)"	"MazG nucleotide pyrophosphohydrolase domain protein"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"MazG"
"Source::101588_20:0-4797(+)"	"Hydroxymethylglutaryl-CoA synthase"	"mvaS"	"-"	"2.3.3.10"	"ko:K01641"	"ko00072,ko00280,ko00650,ko00900,ko01100,ko01110,ko01130,map00072,map00280,map00650,map00900,map01100,map01110,map01130"	"M00088,M00095"	"R01978"	"RC00004,RC00503"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"-"	"HMG_CoA_synt_C,HMG_CoA_synt_N"
"CDS::101588_20:0-369(+)"	"Hydroxymethylglutaryl-CoA synthase"	"mvaS"	"-"	"2.3.3.10"	"ko:K01641"	"ko00072,ko00280,ko00650,ko00900,ko01100,ko01110,ko01130,map00072,map00280,map00650,map00900,map01100,map01110,map01130"	"M00088,M00095"	"R01978"	"RC00004,RC00503"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"-"	"HMG_CoA_synt_C,HMG_CoA_synt_N"
"CDS::101588_20:1285-2029(+)"	"glycerophosphoryl diester phosphodiesterase"	"-"	"-"	"3.1.4.46"	"ko:K01126"	"ko00564,map00564"	"-"	"R01030,R01470"	"RC00017,RC00425"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"GDPD"
"CDS::101588_21:1510-2752(-)"	"Plasmid recombination enzyme"	"XK26_06135"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Mob_Pre"
"CDS::101588_21:2937-4317(-)"	"Major Facilitator Superfamily"	"tetL"	"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944"	"-"	"ko:K08168"	"-"	"M00704"	"-"	"-"	"ko00000,ko00002,ko01504,ko02000"	"2.A.1.3.16,2.A.1.3.22,2.A.1.3.6"	"-"	"-"	"MFS_1"
"Source::101588_22:0-4397(+)"	"Relaxase/Mobilisation nuclease domain"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Relaxase"
"CDS::101588_22:0-390(+)"	"Relaxase/Mobilisation nuclease domain"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Relaxase"
"CDS::101588_24:717-1029(-)"	"Staphylococcal protein of unknown function (DUF960)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"DUF960"
"CDS::101588_24:1568-3014(-)"	"Recombinase"	"spoIVCA"	"-"	"-"	"ko:K06400"	"-"	"-"	"-"	"-"	"ko00000"	"-"	"-"	"-"	"Recombinase,Resolvase,Zn_ribbon_recom"
"CDS::101588_25:467-779(-)"	"Staphylococcal protein of unknown function (DUF960)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"DUF960"
"CDS::101588_25:872-1211(-)"	"Pfam:DUF950"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"SAUGI"
"CDS::101588_25:1299-2748(-)"	"Recombinase"	"spoIVCA"	"-"	"-"	"ko:K06400"	"-"	"-"	"-"	"-"	"ko00000"	"-"	"-"	"-"	"Recombinase,Resolvase,Zn_ribbon_recom"
"CDS::101588_28:2-1211(+)"	"Transposase domain (DUF772)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"Source::101588_29:0-966(+)"	"Helix-turn-helix domain"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
