# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS,sRNA,tRNA,RNA" "-g" "Name" "-a" "../data/reference_sequences/WG_with_sRNAs_Staphylococcus_aureus_101588.gff3" "-o" "../data/rna_align/counttable.txt" "../data/rna_align/LND_0_rep1.fq.gz.bam" "../data/rna_align/LND_0_rep2.fq.gz.bam" "../data/rna_align/LND_0_rep3.fq.gz.bam" "../data/rna_align/LND_16_rep1.fq.gz.bam" "../data/rna_align/LND_16_rep2.fq.gz.bam" "../data/rna_align/LND_16_rep3.fq.gz.bam" "../data/rna_align/LND_8_rep1.fq.gz.bam" "../data/rna_align/LND_8_rep2.fq.gz.bam" "../data/rna_align/LND_8_rep3.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/LND_0_rep1.fq.gz.bam	../data/rna_align/LND_0_rep2.fq.gz.bam	../data/rna_align/LND_0_rep3.fq.gz.bam	../data/rna_align/LND_16_rep1.fq.gz.bam	../data/rna_align/LND_16_rep2.fq.gz.bam	../data/rna_align/LND_16_rep3.fq.gz.bam	../data/rna_align/LND_8_rep1.fq.gz.bam	../data/rna_align/LND_8_rep2.fq.gz.bam	../data/rna_align/LND_8_rep3.fq.gz.bam
srn_0260_Teg15as	101588_3	387629	387872	+	244	2	2	0	3	0	4	0	1	0
srn_0270_Teg16as	101588_3	382904	383110	-	207	0	0	0	0	0	0	0	0	0
srn_0275_tsr6	101588_3	382567	382676	-	110	27	19	14	12	7	6	12	8	12
srn_0280_sRNA16	101588_3	377276	377647	-	372	0	0	0	0	0	0	0	0	0
srn_0290_sRNA17	101588_3	364958	365173	+	216	0	0	0	0	0	0	0	0	0
srn_0300_sRNA18	101588_3	363583	363843	+	261	0	0	0	0	0	0	0	0	0
srn_0310_Sau6873	101588_3	345435	345498	-	64	0	0	0	0	0	0	0	0	0
srn_0320_Sau16	101588_3	344761	344991	+	231	0	1	0	0	0	0	0	1	0
srn_0350_sRNA20	101588_3	326671	326824	+	154	0	0	0	0	0	0	0	0	0
srn_0360_Teg17as	101588_3	319137	319379	+	243	0	0	0	0	0	0	0	0	0
srn_0370_sRNA22	101588_3	314114	314464	+	351	0	0	0	0	0	0	0	0	0
srn_0380_Teg140	101588_3	303004	303080	-	77	636	596	483	1543	1337	868	1753	1436	1359
srn_0390_sRNA24	101588_3	298616	298886	+	271	0	0	0	0	0	0	0	0	0
srn_0410_sRNA25	101588_3	295741	296055	+	315	0	0	0	0	0	0	0	0	0
srn_0420_sRNA26	101588_3	293007	293259	-	253	0	0	0	0	0	0	0	0	0
srn_0430_sau53	101588_3	291030	291221	+	192	0	0	0	0	0	0	0	0	0
srn_0440_rsaK	101588_3	280838	281049	+	212	194	326	249	182	189	122	217	183	182
srn_0450_sRNA28	101588_3	276713	276794	+	82	0	0	0	0	0	0	0	0	0
srn_0460_Teg39	101588_3	271043	271118	+	76	10	13	13	5	7	11	6	5	3
srn_0470_Sau6292	101588_3	264950	264998	+	49	0	0	0	0	0	0	0	0	0
srn_0480_Sau6717	101588_3	259568	259612	+	45	0	0	0	0	0	0	0	0	0
srn_0490_Sau55	101588_3	255296	255338	+	43	12	22	19	7	6	12	8	10	10
srn_0500_sRNA30	101588_3	252483	252627	+	145	0	0	0	0	0	0	0	0	0
srn_0510_rsaG	101588_3	249219	249355	-	137	108	102	84	26	40	39	41	50	25
srn_0520_sRNA32	101588_3	248579	248699	-	121	0	0	0	0	0	0	0	0	0
srn_0530_sRNA33	101588_3	246752	246962	-	211	0	0	0	0	0	0	0	0	0
srn_0540_sRNA34	101588_3	241769	241942	+	174	0	2	1	1	1	0	5	0	0
srn_0550_Sau6454	101588_3	230720	231170	-	451	0	0	0	0	0	0	0	0	0
srn_0570_sRNA35	101588_3	225306	225500	-	195	0	0	0	0	0	0	0	0	0
srn_0580_Sau6569	101588_3	221796	221961	-	166	40	60	74	50	59	36	62	43	35
srn_0590_sRNA37	101588_3	218766	218905	-	140	66	70	83	11	3	6	21	9	12
srn_0600_sRNA38	101588_3	217584	217707	+	124	0	1	0	0	0	0	0	0	2
srn_0610_sRNA39	101588_3	214407	214476	-	70	2	7	4	3	3	7	3	1	1
srn_0620_sRNA40	101588_3	212150	212309	+	160	0	0	0	0	0	0	0	0	0
srn_0640_sRNA41	101588_3	206614	206701	-	88	150	135	117	68	82	58	95	56	63
srn_0650_sRNA42	101588_3	204129	204400	+	272	0	0	0	0	0	0	0	0	0
srn_0660_Sau6526	101588_3	203681	203755	+	75	0	0	0	0	0	0	0	0	0
srn_0670_Sau6994	101588_3	200160	200463	+	304	0	0	0	0	0	0	0	0	0
srn_0680_Sau6807	101588_3	198553	198624	+	72	0	0	0	0	0	0	0	0	0
srn_0690_sRNA44	101588_3	196744	197088	+	345	0	0	0	0	0	0	0	0	0
srn_0700_sRNA45	101588_7	107746	107808	-	63	143	207	174	70	85	31	108	80	106
srn_0710_sRNA46	101588_3	179477	179701	+	225	0	0	0	0	0	0	0	0	0
srn_0720_sRNA47	101588_3	175298	175570	-	273	0	0	0	0	0	0	0	0	0
srn_0730_sRNA48	101588_3	173348	173603	-	256	0	0	0	0	0	0	0	0	0
srn_0760_sRNA51	101588_3	155112	155235	-	124	0	0	0	0	0	0	0	0	0
srn_0765_tsr11	101588_3	151005	151098	+	94	0	0	0	0	0	0	0	0	0
srn_0770_Teg18as	101588_3	138037	138901	-	865	37	31	35	39	45	30	40	29	21
srn_0780_Sau6733	101588_3	135895	135974	-	80	0	0	0	0	0	0	0	0	0
srn_0790_Sau6657	101588_3	135128	135218	+	91	0	0	0	0	0	0	0	0	0
srn_0795	101588_3	133179	133457	-	279	338	250	232	187	210	300	240	246	180
srn_0800_sRNA55	101588_3	130649	130823	-	175	37	79	95	119	121	145	141	115	100
srn_0810_sRNA56	101588_3	130167	130454	+	288	0	0	0	0	0	0	0	0	0
srn_0820_sRNA57	101588_3	126791	126899	+	109	0	0	0	0	0	0	0	0	0
srn_0830_sRNA58	101588_3	126138	126255	+	118	36	45	30	25	28	27	28	32	29
srn_0840_Sau5974	101588_3	126098	126170	+	73	0	0	0	0	0	0	0	0	0
srn_0850_sRNA59	101588_3	112144	112273	+	130	0	0	0	0	0	0	0	0	0
srn_0860_RsaOB	101588_3	92841	93261	+	421	454	419	396	350	307	78	411	291	335
srn_0870_Teg38as	101588_3	89528	89609	+	82	0	0	0	0	0	0	0	0	0
srn_0890_sRNA71	101588_3	83951	84040	+	90	22	30	25	51	45	31	41	49	45
srn_0900_sRNA72	101588_3	79720	79750	-	31	0	0	0	0	0	0	0	0	0
srn_0930_Teg76	101588_3	71530	71752	-	223	3330	3675	3587	1224	1152	815	1489	1086	1156
srn_0940_Sau6356	101588_3	66840	66900	+	61	0	0	0	0	0	0	0	0	0
srn_0950_Sau63	101588_3	65523	65613	+	91	29	44	43	35	18	35	44	45	37
srn_1020_sRNA90	101588_3	47080	47131	-	52	0	0	0	0	0	0	0	0	0
srn_1040_sRNA92	101588_3	41384	41414	+	31	0	0	0	0	0	0	0	0	0
srn_1050_sRNA93	101588_3	40367	40481	+	115	0	0	0	0	0	0	0	0	0
srn_1060_Teg149	101588_3	36564	36614	-	51	91	72	79	179	140	292	191	114	183
srn_1070_Sau41	101588_3	35994	36149	+	156	19580	17150	21715	18801	11133	8591	21554	10865	16819
srn_1080_RsaX05	101588_3	35241	35445	-	205	217	207	206	66	51	17	106	38	43
srn_1090_Teg19as	101588_3	29909	32385	+	2477	101	139	138	77	59	82	125	64	33
srn_1095_tsr13	101588_3	27794	27877	-	84	0	0	0	0	0	0	0	0	0
srn_1100_Sau6054	101588_3	20039	20183	-	145	32	22	7	27	37	17	31	16	32
srn_1110_Sau57	101588_3	6674	6802	+	129	0	0	0	0	0	0	0	0	0
srn_1120_sRNA97	101588_3	6134	6188	+	55	0	0	0	0	0	0	0	0	0
srn_1130_sRNA99	101588_3	4571	4652	+	82	0	0	0	0	0	0	0	0	0
srn_1140_Sau82	101588_3	1310	1452	-	143	0	0	0	0	0	0	0	0	0
srn_1150_sRNA100	101588_27	437	464	-	28	0	0	0	0	0	0	0	0	0
srn_1160_sRNA102	101588_11	37865	37900	+	36	0	0	0	0	0	0	0	0	0
srn_1180_Sau83	101588_11	9412	9481	-	70	0	0	0	0	0	0	0	0	0
srn_1190_sRNA104	101588_11	10296	10380	-	85	26	25	16	21	23	16	26	20	25
srn_1200_sRNA105	101588_11	11854	11887	-	34	10	9	5	7	5	1	10	1	2
srn_1210_sRNA106	101588_11	11975	12179	-	205	156	143	99	132	158	84	163	148	115
srn_1220_sRNA107	101588_11	13007	13189	-	183	0	0	0	0	0	0	0	0	0
srn_1230_sRNA108	101588_11	16004	16193	-	190	0	0	0	0	0	0	0	0	0
srn_1240_sRNA109	101588_11	22242	22332	-	91	0	0	0	0	0	0	0	0	0
srn_1250_sRNA110	101588_11	26614	26797	-	184	12	13	2	3	10	0	5	8	3
srn_1260_Sau62	101588_11	28122	28192	-	71	0	0	0	0	0	0	0	0	0
srn_1270_Teg44	101588_11	28883	29109	+	227	552	653	619	335	348	256	451	389	360
srn_1280_sRNA112	101588_11	35297	35456	+	160	530	511	390	639	576	420	791	639	530
srn_1290_sRNA113	101588_11	36908	36935	-	28	0	0	0	0	0	0	0	0	0
srn_1300_sRNA115	101588_27	433	463	-	31	0	0	0	0	0	0	0	0	0
srn_1310_sRNA116	101588_27	1319	1349	-	31	0	0	0	0	0	0	0	0	0
srn_1320_sRNA117	101588_23	457	514	-	58	0	0	0	0	0	0	0	0	0
srn_1340_sRNA119	101588_9	48366	48707	+	342	0	0	0	0	0	0	0	0	0
srn_1350_Teg45	101588_9	47257	47547	-	291	1415	2016	2017	2024	1655	742	2078	1716	1597
srn_1360_Sau67	101588_9	44491	44551	+	61	0	0	0	0	0	0	0	0	0
srn_1380_Teg46	101588_9	42599	42722	-	124	379	505	469	486	429	450	586	463	438
srn_1390_sRNA123	101588_9	42404	42647	+	244	8	26	22	35	19	21	31	14	22
srn_1400_sRNA124	101588_9	41192	41235	+	44	0	0	0	0	0	0	0	0	0
srn_1410_Teg77	101588_9	40003	40151	-	149	1988	2531	1944	14408	14419	5399	15530	15302	10842
srn_1420_Sau60	101588_9	38173	38267	-	95	1136	1481	1570	1346	1254	854	1483	1401	1315
srn_1430_sRNA126	101588_9	37167	37461	+	295	0	0	0	0	0	0	0	0	0
srn_1440_sRNA127	101588_9	28647	28678	+	32	0	0	0	0	0	0	0	0	0
srn_1450_Sau6057	101588_9	26956	27012	-	57	5086	7567	6998	13388	13017	13202	14854	12268	10555
srn_1460_sRNA128	101588_9	26261	26307	+	47	0	0	0	0	0	0	0	0	0
srn_1470_sRNA129	101588_9	5852	6689	+	838	0	0	0	0	0	0	0	0	0
srn_1480_sRNA130	101588_9	6062	6676	+	615	0	0	0	0	0	0	0	0	0
srn_1480_sRNA130_1	101588_9	2041	2643	+	603	0	0	0	0	0	0	0	0	0
srn_1490_Sau6477	101588_1	8804	9019	-	216	413	711	549	333	321	212	565	346	269
srn_1500_Sau6667	101588_1	12681	12728	+	48	1	1	1	0	0	0	0	0	0
srn_1510_rsaA	101588_1	19029	19171	+	143	4608	7233	6647	4867	4958	3075	5782	4754	4494
srn_1520_Sau76	101588_1	19189	19310	+	122	126	116	110	107	90	56	144	86	94
srn_1530_sRNA133	101588_1	41979	42250	+	272	21	23	30	19	32	3	11	23	12
srn_1540_Teg48	101588_1	53706	53832	-	127	2115	2609	2503	5390	4567	2161	5952	3991	4751
srn_1570_RsaOW2	101588_2	63067	63129	+	63	0	0	0	0	1	0	0	0	0
srn_1600_Sau6912	101588_1	70606	70666	-	61	0	0	0	0	0	0	0	0	0
srn_1610_sRNA136	101588_1	75387	75668	-	282	1	3	0	1	0	1	1	0	0
srn_1620_Sau6836	101588_1	77695	77765	+	71	1773	2243	2020	2216	1820	1422	2608	2157	2018
srn_1630_Teg99	101588_1	79868	79949	+	82	536	460	401	198	138	172	254	179	164
srn_1640_rsaD	101588_1	81394	81570	-	177	293	332	330	169	171	135	248	115	121
srn_1650_sRNA139	101588_1	88660	88917	+	258	122	169	159	168	127	94	168	169	114
srn_1670_Teg20as	101588_1	100852	101859	+	1008	262	270	215	83	74	21	100	63	62
srn_1680_sRNA142	101588_1	102142	102267	+	126	93	101	111	30	38	13	49	49	23
srn_1690_sRNA143	101588_1	107895	108100	+	206	26	37	23	24	14	13	19	12	18
srn_1700_sRNA144	101588_1	114151	114183	-	33	0	0	0	0	0	0	0	0	0
srn_1720_sRNA146	101588_1	127482	127778	-	297	3	10	5	3	1	4	5	5	4
srn_1730_Sau7006	101588_1	135380	135465	+	86	0	0	0	0	0	0	0	0	0
srn_1740_sRNA147	101588_1	136617	136808	-	192	0	0	0	0	0	0	0	0	0
srn_1750_sRNA148	101588_1	142726	142754	+	29	0	0	0	0	0	0	0	0	0
srn_1760_sRNA149	101588_1	146831	146957	-	127	3	1	1	4	2	3	3	2	6
srn_1770_rsaOC	101588_1	146852	146950	+	99	0	0	0	0	0	0	0	0	0
srn_1780_Sau66	101588_1	149552	149630	+	79	0	0	0	0	0	0	0	0	0
srn_1790_sRNA150	101588_1	162972	163013	-	42	28	34	39	43	36	44	67	43	49
srn_1800_sRNA151	101588_1	164281	164344	+	64	11	4	2	14	4	2	8	7	2
srn_1810_Teg51	101588_1	168081	168287	+	207	186	282	266	288	223	36	295	171	223
srn_1820_sRNA154	101588_1	176261	176854	-	594	124	254	239	211	163	136	228	161	128
srn_1830_sRNA155	101588_1	184256	184457	+	202	51	53	36	22	15	5	24	20	14
srn_1840_sRNA156	101588_1	185571	185629	+	59	177	137	128	103	85	86	122	120	120
srn_1850_sRNA157	101588_1	188196	188447	-	252	0	0	0	0	0	0	0	0	0
srn_1860_sRNA158	101588_1	195427	195691	-	265	0	0	0	0	0	0	0	0	0
srn_1870_Sau6428	101588_1	198334	198404	+	71	32	45	33	12	12	11	30	13	14
srn_1880_sRNA160	101588_1	199745	199800	-	56	0	0	0	0	0	0	0	0	0
srn_1890_sRNA161	101588_1	208419	208713	-	295	5	8	6	5	2	5	8	6	3
srn_1900_Sau15	101588_1	215998	216089	+	92	0	0	0	0	0	0	0	0	0
srn_1910_rsaH	101588_1	216657	216784	+	128	141	139	122	126	108	88	142	137	106
srn_1920_Teg95	101588_1	217019	217206	+	188	758	851	828	1426	1184	1746	1578	1215	1433
srn_1930.1_rsaOF	101588_1	218044	218101	+	58	15	19	10	9	4	26	17	18	19
srn_1930_rsaOF	101588_1	224148	224466	-	319	240	233	188	226	228	188	248	212	170
srn_1940_sRNA165	101588_1	227648	227873	-	226	0	0	0	4	0	0	1	0	0
srn_1950_sRNA167	101588_1	234545	234662	-	118	0	0	0	0	0	0	0	0	0
srn_1960_rsaOL	101588_1	243750	243822	-	73	6	8	10	9	9	3	11	12	4
srn_1970_Sau6769	101588_1	244969	245039	+	71	0	0	0	0	0	0	0	0	0
srn_1980_sRNA169	101588_1	245656	245946	-	291	3	5	7	3	10	7	7	8	4
srn_1990_Teg40as	101588_1	246159	246458	-	300	59	53	43	63	63	37	100	47	51
srn_2000_Sau81	101588_1	246443	246495	-	53	0	0	0	0	0	0	0	0	0
srn_2020_sRNA171	101588_4	133405	133466	-	62	1721	2338	2829	2151	1580	2265	2731	1639	1992
srn_2020_sRNA171_1	101588_4	17014	17075	+	62	10	27	26	12	25	21	48	14	32
srn_2030_Teg52	101588_1	255134	255250	+	117	161	180	169	152	146	98	186	137	171
srn_2035_tsr15	101588_1	259094	259910	+	817	6	6	8	18	15	27	18	16	15
srn_2040_sRNA176	101588_1	267475	267591	-	117	0	0	0	0	0	0	0	0	0
srn_2050_sRNA177	101588_1	271111	271321	-	211	0	0	0	0	0	0	0	0	0
srn_2055_tsr16	101588_1	273931	274032	-	102	0	0	0	0	0	0	0	0	0
srn_2058	101588_1	284002	284242	+	241	7	5	5	16	8	1	10	2	0
srn_2060_sRNA179	101588_1	287352	287535	-	184	5	1	7	2	5	1	5	2	2
srn_2070_Sau6851	101588_1	297982	298128	+	147	141	155	127	46	38	37	68	35	51
srn_2080_Sau6851	101588_1	298345	298475	+	131	1	1	10	4	3	0	3	1	1
srn_2090_sRNA180	101588_1	300898	301167	-	270	0	0	0	0	0	0	0	0	0
srn_2100_sRNA181	101588_1	315352	315532	-	181	0	0	0	0	0	0	0	0	0
srn_2110_sRNA182	101588_1	316480	316552	-	73	0	0	0	0	0	0	0	0	0
srn_2120_Sau6305	101588_1	349607	349692	-	86	0	0	0	0	0	0	0	0	0
srn_2125_tsr17	101588_1	352716	353127	-	412	1	0	7	10	8	9	11	8	8
srn_2140_sRNA184	101588_1	372011	372246	+	236	0	0	0	0	0	0	0	0	0
srn_2150_sRNA185	101588_1	376171	376280	-	110	0	0	0	0	0	0	0	0	0
srn_2160_Sau6374	101588_1	376491	376558	-	68	0	0	0	0	0	0	0	0	0
srn_2170_sRNA187	101588_1	382624	383113	-	490	0	0	0	0	0	0	0	0	0
srn_2180_sRNA188	101588_1	384705	384954	-	250	7	5	6	1	2	0	0	2	0
srn_2190_Sau6513	101588_1	386266	386323	+	58	0	0	0	0	0	0	0	0	0
srn_2200_Sau6053	101588_1	391205	391349	+	145	265	265	214	185	171	130	197	189	153
srn_2220_Sau58	101588_1	399032	399107	-	76	0	1	3	2	1	0	0	0	1
srn_2230_sprG2	101588_1	401529	401768	+	240	410	470	372	242	282	144	277	245	207
srn_2240_sprF2	101588_1	401711	401826	-	116	0	0	0	0	0	0	0	0	0
srn_2260_sprF4	101588_1	401711	401825	-	115	0	0	0	0	0	0	0	0	0
srn_2270_sRNA192	101588_1	402459	402678	-	220	0	0	0	0	0	1	2	0	0
srn_2290_sbrA	101588_1	408187	408335	-	149	3	4	0	3	2	6	2	0	0
srn_2300_sRNA193	101588_1	425158	425328	+	171	0	0	0	0	0	0	0	0	0
srn_2320_sRNA195	101588_1	447847	448046	-	200	11	17	19	28	18	20	18	17	17
srn_2330_Sau11	101588_1	451004	451156	-	153	499	465	345	392	351	277	472	424	322
srn_2335_tsr18	101588_1	451467	451677	-	211	247	294	214	182	208	130	263	174	205
srn_2340_Sau59	101588_1	452545	452672	-	128	0	0	0	0	0	0	0	0	0
srn_2345_tsr19	101588_1	457489	457582	-	94	22	36	26	10	14	7	16	17	11
srn_2347	101588_1	480593	480904	-	312	29	34	33	31	18	5	34	27	13
srn_2370_Teg55	101588_1	485864	485988	+	125	97	136	126	121	88	57	115	113	83
srn_2380_sRNA199	101588_1	487374	487566	-	193	0	0	0	0	0	0	0	0	0
srn_2390_sRNA200	101588_1	490630	490920	-	291	629	704	533	332	369	183	549	416	312
srn_2400_Teg37as	101588_1	495567	495675	-	109	0	0	0	0	0	0	0	0	0
srn_2410_Sau6524	101588_1	497494	497666	+	173	0	0	0	0	0	0	0	0	0
srn_2420_sRNA201	101588_1	502347	502616	+	270	0	0	0	0	0	0	0	0	0
srn_2430_sRNA202	101588_1	506231	506494	-	264	0	0	0	0	0	0	0	0	0
srn_2440_Teg56	101588_1	508874	509098	+	225	577	908	731	923	906	122	1016	783	685
srn_2450_Sau6229	101588_1	521946	522184	+	239	2897	3463	3455	2258	1818	1521	2491	1849	2019
srn_2510_Sau6297	101588_1	542233	542323	+	91	3	2	1	2	2	2	2	5	0
srn_2520_Teg60	101588_1	542848	543075	+	228	286	402	352	249	254	80	263	262	236
srn_2530_sRNA209	101588_1	544662	544964	-	303	12	22	26	45	38	45	53	56	35
srn_2540_sRNA210	101588_1	545171	545276	-	106	30	39	32	29	35	15	43	38	40
srn_2550_Teg80	101588_1	563861	564019	+	159	177	166	130	81	96	24	90	71	50
srn_2560_sRNA212	101588_1	569696	570014	+	319	404	284	240	472	487	196	495	529	355
srn_2570_sRNA213	101588_1	579018	579245	-	228	0	0	0	0	0	0	0	0	0
srn_2580_Teg103	101588_1	580238	580382	-	145	104	114	104	57	66	45	109	89	78
srn_2590_Sau46	101588_1	589431	589495	-	65	2	2	1	6	8	11	8	3	5
srn_2600_sRNA215	101588_1	612292	612354	-	63	0	0	0	0	0	0	0	0	0
srn_2610_Sau24	101588_1	617927	617997	+	71	355	819	775	1975	1698	653	2197	1212	1807
srn_2620_Teg61	101588_1	636271	636380	+	110	2029	2777	2225	8566	7365	4027	8928	7345	6963
srn_2630_sRNA217	101588_1	636540	636625	-	86	0	0	0	0	0	0	0	0	0
srn_2640_Sau6554	101588_1	647698	647798	-	101	0	0	0	0	0	0	0	0	0
srn_2650_sRNA218	101588_1	656670	656892	-	223	3933	4818	3651	12462	13181	18770	14369	13993	11454
srn_2660_sRNA219	101588_1	657344	657492	+	149	152	190	199	969	947	853	997	969	747
srn_2670_Sau12	101588_1	672176	672287	-	112	0	0	0	0	0	0	0	0	0
srn_2690_Sau27	101588_1	674721	674811	+	91	1	3	0	3	6	1	9	2	2
srn_2700_Teg62	101588_2	602628	602713	-	86	138	115	113	49	48	14	52	34	52
srn_2710_Sau6710	101588_2	601535	601594	+	60	0	0	0	0	0	0	0	0	0
srn_2720_Teg104	101588_2	600065	600146	-	82	180	133	101	51	55	33	53	62	63
srn_2730_Teg106	101588_2	587029	587075	-	47	6	10	7	7	4	7	8	10	4
srn_2740_Teg108	101588_2	586825	586922	+	98	26	24	33	20	22	17	27	29	31
srn_2750_sRNA223	101588_2	583029	583237	-	209	2	3	4	4	1	2	7	3	0
srn_2760_Sau85	101588_2	582951	583002	-	52	1	2	0	1	0	0	0	0	1
srn_2780_Sau6282	101588_2	577460	577529	+	70	27	26	14	13	5	5	10	4	7
srn_2790_sRNA224	101588_2	577259	577475	-	217	33	46	37	26	22	8	28	36	30
srn_2800_Sau14	101588_2	573924	574022	+	99	0	0	0	0	0	0	0	0	0
srn_2810_Sau6742	101588_2	568051	568148	+	98	0	0	0	0	0	0	0	0	0
srn_2820_Teg110	101588_2	565867	565903	-	37	32	33	31	131	121	66	125	130	89
srn_2830_SbrB	101588_2	563645	563761	-	117	0	1	1	1	0	0	3	0	1
srn_2850_Teg112	101588_2	541522	541774	-	253	355	303	306	228	184	124	277	220	171
srn_2860_sRNA229	101588_2	532600	532678	+	79	0	0	0	0	0	0	0	0	0
srn_2870_Sau28	101588_2	528308	528416	+	109	1	0	1	0	1	0	1	0	0
srn_2880_RsaOQ	101588_2	528036	528401	-	366	46	33	27	19	20	3	17	15	14
srn_2890_Sau72	101588_2	525298	525422	+	125	0	0	0	0	0	0	0	0	0
srn_2910_Teg63	101588_2	521350	521494	-	145	356	293	343	223	163	204	237	162	176
srn_2920_Sau6318	101588_2	515225	515279	-	55	0	0	0	0	0	0	0	0	0
srn_2930_sRNA233	101588_6	15676	15773	+	98	0	0	0	0	0	0	0	0	0
srn_2940_sRNA233	101588_6	15676	15773	+	98	0	0	0	0	0	0	0	0	0
srn_2950_Teg6	101588_2	500479	500650	-	172	101	113	85	38	46	5	61	29	34
srn_2960_Sau6528	101588_2	481643	481741	+	99	84	112	76	75	66	72	90	82	61
srn_2970_sRNA235	101588_2	481201	481440	-	240	0	0	0	0	0	0	0	0	0
srn_2975_tsr25	101588_2	474483	474663	-	181	12	9	9	2	3	5	10	6	3
srn_2980_sRNA238	101588_2	472330	472584	-	255	0	0	0	0	0	0	0	0	0
srn_2990_Sau17	101588_2	439770	439819	-	50	0	0	0	0	0	0	0	0	0
srn_3010_Teg64	101588_2	419439	419524	+	86	2	3	6	0	0	4	3	0	0
srn_3020_Teg65	101588_2	415838	415919	-	82	0	0	0	0	0	0	0	0	0
srn_3030_Sau6387	101588_2	399814	399848	+	35	11	1	1	1	2	1	1	9	1
srn_3040_Sau50	101588_2	388859	389006	-	148	0	0	0	0	0	0	0	0	0
srn_3050_sRNA242	101588_2	384870	385032	-	163	53	82	95	12	15	2	19	12	14
srn_3060_sRNA243	101588_2	377033	377216	-	184	0	0	0	0	0	0	0	0	0
srn_3070_Sau6889	101588_2	376577	376640	+	64	2	0	0	0	0	0	1	0	0
srn_3080_Teg66	101588_2	375834	375968	+	135	257	247	268	121	140	57	205	115	134
srn_3090_sRNA245	101588_2	320181	320340	-	160	0	0	0	0	0	0	0	0	0
srn_3100_sRNA246	101588_2	317189	317435	-	247	0	0	0	0	0	0	0	0	0
srn_3110_Sau6353	101588_2	313318	313393	+	76	23	23	13	7	6	5	16	9	12
srn_3130_Teg116	101588_2	308387	308441	+	55	77	80	69	83	58	36	72	50	49
srn_3140_Teg151	101588_2	300672	300807	-	136	7	7	5	9	3	2	4	1	9
srn_3150_Teg83	101588_2	277462	277584	+	123	618	491	354	90	117	37	131	102	94
srn_3160_RsaOD	101588_2	254055	254269	-	215	1049	1178	1047	553	527	148	692	597	504
srn_3170_Sau6463	101588_2	221082	221132	-	51	3	1	0	2	0	0	0	3	1
srn_3180_Sau6940	101588_2	214727	214796	-	70	0	0	0	0	0	0	0	0	0
srn_3185_tsr28	101588_2	214403	214478	+	76	0	0	0	0	0	0	0	0	0
srn_3190_Teg68	101588_2	205350	205544	+	195	259	254	223	130	135	25	185	148	140
srn_3200_sRNA253	101588_2	203808	204003	-	196	0	0	0	0	0	0	0	0	0
srn_3210_sRNA254	101588_2	201876	202031	+	156	58	98	63	80	84	69	89	62	80
srn_3230_Sau6936	101588_2	197090	197140	-	51	0	0	0	0	0	0	0	0	0
srn_3240_sRNA255	101588_2	194843	195059	-	217	0	0	0	0	0	0	0	0	0
srn_3260_Teg69	101588_2	190601	190873	+	273	2150	3515	3423	3741	3270	884	3870	3116	3123
srn_3270_sRNA259	101588_2	171476	171715	+	240	166	312	263	141	142	27	257	127	147
srn_3280_sRNA260	101588_2	170616	170874	-	259	11	11	18	9	6	3	8	7	6
srn_3300_Teg70	101588_2	164268	164615	+	348	829	1022	996	1569	1284	395	1583	1256	1272
srn_3310_sRNA263	101588_2	149090	149257	+	168	300	343	248	1966	2106	1367	2163	2139	1631
srn_3320_sRNA264	101588_2	147192	147474	+	283	287	426	377	251	217	39	312	175	166
srn_3330_Teg71	101588_2	144856	145044	+	189	796	1076	1074	1258	1116	649	1567	1164	1059
srn_3340_Teg72	101588_2	134388	134535	+	148	51	69	53	55	50	16	78	53	44
srn_3350_sRNA266	101588_2	132232	132477	-	246	0	0	0	0	0	0	0	0	0
srn_3360_sRNA267	101588_2	120405	120686	+	282	337	255	243	184	132	100	184	173	138
srn_3370_RsaOW5	101588_2	63011	63125	-	115	1	2	1	1	0	0	1	0	2
srn_3390_Teg7	101588_2	88394	88586	+	193	345	404	298	196	209	72	262	209	179
srn_3400_sRNA269	101588_2	85306	85543	-	238	0	0	0	0	0	0	0	0	0
srn_3410_rsaB	101588_2	84402	84458	-	57	2	1	2	1	1	0	0	0	1
srn_3420_Teg89	101588_2	84183	84260	+	78	15	15	4	1	3	4	5	4	2
srn_3430_sRNA271	101588_2	82069	82240	+	172	125	92	71	72	45	44	63	67	39
srn_3440_Sau6128	101588_2	75018	75064	+	47	25	17	10	11	14	9	5	6	5
srn_3450_Sau84	101588_2	71673	71760	-	88	0	0	0	0	0	0	0	0	0
srn_3460_Sau5949	101588_8	67932	68037	-	106	0	3	1	2	0	1	0	1	1
srn_3470_sRNA274	101588_2	61040	61407	+	368	1702	1699	1618	1578	1386	649	1713	1441	1281
srn_3490_RsaOE	101588_2	43971	44190	+	220	762	870	657	341	461	67	585	316	326
srn_3500_sRNA277	101588_2	40334	40577	+	244	1803	1738	1485	1225	1112	604	1384	1333	970
srn_3510_Teg74	101588_2	34172	34472	+	301	1320	1304	1310	413	376	262	534	375	340
srn_3520_sRNA279	101588_2	31530	31862	-	333	2	0	2	2	2	1	1	1	1
srn_3550_Teg75	101588_2	18880	19024	+	145	128	137	116	89	79	49	93	87	98
srn_3560_sRNA283	101588_2	16603	16752	-	150	0	0	0	0	0	0	0	0	0
